text,id,all_categories,all_ate,all_polarities,data_origin,text_cleaned,all_categories_old
"...am cumparat trei perechi de incaltaminte, nu se potrivesc numerele am incercat sa sun la un nr de telefon. Am nimerit nr de telefon din magazinul Pallady. De acolo mi s-a dat alt nr in Iuliu Maniu (021408500), am sunat si se auzea operatorul telefonic spunand ``post telefonic deranjat``, am mai incercat, insa tot fara succes. Am revenit cu telefon in mag din Pallady, de unde o anumita d-ra sau d-na Elena mi-a raspuns in doi peri fara politete sau sa incerce sa ma ajute in vreun fel spunandu-mi intr-una ca doar ala este singurul nr de telefon (0214085000)...cumparaturile le-am facut on-line, specific!",421371,product; staff competency,"am cumparat trei perechi de incaltaminte, nu se potrivesc numerele;anumita d-ra sau d-na Elena mi-a raspuns in doi peri fara politete sau sa incerce sa ma ajute in vreun fel spunandu-mi intr-una ca doar ala este singurul nr de telefon",Negative; Negative,manual,"...am cumparat trei perechi de incaltaminte, nu se potrivesc numerele am incercat sa sun la un nr de telefon. Am nimerit nr de telefon din magazinul Pallady. De acolo mi s-a dat alt nr in Iuliu Maniu (021408500), am sunat si se auzea operatorul telefonic spunand ``post telefonic deranjat``, am mai incercat, insa tot fara succes. Am revenit cu telefon in mag din Pallady, de unde o anumita d-ra sau d-na Elena mi-a raspuns in doi peri fara politete sau sa incerce sa ma ajute in vreun fel spunandu-mi intr-una ca doar ala este singurul nr de telefon (0214085000)...cumparaturile le-am facut on-line, specific!",product;staff competency
"Cumparate pentru promisiunea de a fi calduroase. Le-am purtat doua zile, cu sosete groase. La contactul cu zapada talpa se raceste si nu mai ai sanse sa iti incalzesti picioarele. Poate am avut eu ghinion.",421372,product,La contactul cu zapada talpa se raceste si nu mai ai sanse sa iti incalzesti picioarele,Negative,manual,"Cumparate pentru promisiunea de a fi calduroase. Le-am purtat doua zile, cu sosete groase. La contactul cu zapada talpa se raceste si nu mai ai sanse sa iti incalzesti picioarele. Poate am avut eu ghinion.",product
"Am fost victima unei tentative de furt. Casiera mi-a trecut pe bon o geaca pe care nu o luasem.  Era imposibil sa greseasca neintentionat. Nu e vorba de a trce de 2 ori un produs. Era pur si simplu un produs care nu avea legatura cu achizitiile mele. Recuperarea banilor a fost foarte consumatoare de timp, pentru ca s-a facut un """"retur"""". Produsele sunt de o calitate mai slaba decat in anii anteriori",421373,return warranty; quality; service; staff competency; shop organization,"Recuperarea banilor a fost foarte consumatoare de timp, pentru ca s-a facut un """"retur"""";Produsele sunt de o calitate mai slaba decat in anii anteriori;Am fost victima unei tentative de furt;Casiera mi-a trecut pe bon o geaca pe care nu o luasem. Era imposibil sa greseasca neintentionat.;Nu e vorba de a trce de 2 ori un produs. Era pur si simplu un produs care nu avea legatura cu achizitiile mele.",Negative; Negative; Negative; Negative; Negative,manual,"Am fost victima unei tentative de furt. Casiera mi-a trecut pe bon o geaca pe care nu o luasem. Era imposibil sa greseasca neintentionat. Nu e vorba de a trce de 2 ori un produs. Era pur si simplu un produs care nu avea legatura cu achizitiile mele. Recuperarea banilor a fost foarte consumatoare de timp, pentru ca s-a facut un """"retur"""". Produsele sunt de o calitate mai slaba decat in anii anteriori",return warranty;quality;service;staff competency;shop organization
"Foarte multe produse de sezon nu sunt pe stoc. Incaltamintea de zapada pentru copii, nu este pe stoc. Reveniti in cursul saptamanii...Foarte slabi la capitolul STOC. Am renuntat sa mai merg in Decathlon din cauza lipsei de stoc.",421374,shop diversity,"Foarte multe produse de sezon nu sunt pe stoc. Incaltamintea de zapada pentru copii, nu este pe stoc. Reveniti in cursul saptamanii...Foarte slabi la capitolul STOC. Am renuntat sa mai merg in Decathlon din cauza lipsei de stoc.",Negative,manual,"Foarte multe produse de sezon nu sunt pe stoc. Incaltamintea de zapada pentru copii, nu este pe stoc. Reveniti in cursul saptamanii...Foarte slabi la capitolul STOC. Am renuntat sa mai merg in Decathlon din cauza lipsei de stoc.",shop diversity
"Preț mai mic pus la raft, pentru produs, la casă plătit un preț mai mare!",421375,shop organization,"Preț mai mic pus la raft, pentru produs, la casă plătit un preț mai mare",Negative,manual,"Preț mai mic pus la raft, pentru produs, la casă plătit un preț mai mare!",shop organization
"Personalul se contrazice in informații. De la șeful de tură am primit informații despre garanție. În schimb la casă, domnișoara a făcut cu totul altceva.",421376,staff competency,"Personalul se contrazice in informații. De la șeful de tură am primit informații despre garanție. În schimb la casă, domnișoara a făcut cu totul altceva.",Negative,manual,"Personalul se contrazice in informații. De la șeful de tură am primit informații despre garanție. În schimb la casă, domnișoara a făcut cu totul altceva.",staff competency
Marfa diversificată din bumbac si incaltaminte din piele pt copii.,421377,shop diversity,Marfa diversificată din bumbac si incaltaminte din piele pt copii,Neutral,manual,Marfa diversificată din bumbac si incaltaminte din piele pt copii.,shop diversity
"Personalul de pe raioane nu se ocupa de clienti cum ar trebui la nevoie.Ori sint prea putini ori sint prea ocupati cu facebook-ul pe mobil.La produsele la care faceti reclama,varietatea de culori si marimi e foarte restrinsa. Cu tot respectul pe viitor sper sa se inbunatateasca aceste aspecte.",421378,shop diversity; staff competency,varietatea de culori si marimi e foarte restrinsa;Personalul de pe raioane nu se ocupa de clienti cum ar trebui la nevoie.Ori sint prea putini ori sint prea ocupati cu facebook-ul pe mobil.,Negative; Negative,manual,"Personalul de pe raioane nu se ocupa de clienti cum ar trebui la nevoie.Ori sint prea putini ori sint prea ocupati cu facebook-ul pe mobil.La produsele la care faceti reclama,varietatea de culori si marimi e foarte restrinsa. Cu tot respectul pe viitor sper sa se inbunatateasca aceste aspecte.",shop diversity;staff competency
"Termen de livrare foarte bun, dar nu pot sa port ghetele pentru am primit 2 ghete stangi, nu o pereche.",421379,delivery,Termen de livrare foarte bun;nu pot sa port ghetele pentru am primit 2 ghete stangi,Positive; Negative,manual,"Termen de livrare foarte bun, dar nu pot sa port ghetele pentru am primit 2 ghete stangi, nu o pereche.",delivery;delivery
"faptul ca se facea curatenie generala si se mutau IAR produsele dintr-un loc intr-altul,m-a exasperat.In fiecare oras gasesti acelasi produs pe care il cauti in cu totul alta parte decat in orasul precedent.Intr-o retea de magazine al aceluiasi brand,consider ca fiecare magazin ar trebui sa arate la fel,cu produsele aflate in acelasi loc.Cat despre produse/componente-ele sunt insuficiente,de brand foarte slab/de proasta calitate si la preturi exorbitante fata de magazinele concurente.",421380,shop diversity; quality; price; shop organization,"produse/componente-ele sunt insuficiente;brand foarte slab/de proasta calitate;preturi exorbitante;faptul ca se facea curatenie generala si se mutau IAR produsele dintr-un loc intr-altul,m-a exasperat.In fiecare oras gasesti acelasi produs pe care il cauti in cu totul alta parte decat in orasul precedent.Intr-o retea de magazine al aceluiasi brand,consider ca fiecare magazin ar trebui sa arate la fel,cu produsele aflate in acelasi loc.",Negative; Negative; Negative; Negative,manual,"faptul ca se facea curatenie generala si se mutau IAR produsele dintr-un loc intr-altul,m-a exasperat.In fiecare oras gasesti acelasi produs pe care il cauti in cu totul alta parte decat in orasul precedent.Intr-o retea de magazine al aceluiasi brand,consider ca fiecare magazin ar trebui sa arate la fel,cu produsele aflate in acelasi loc.Cat despre produse/componente-ele sunt insuficiente,de brand foarte slab/de proasta calitate si la preturi exorbitante fata de magazinele concurente.",shop diversity;quality;price;shop organization
Am comandat produse de pe internet aceste produse nu corespund am facut pe site retur dar au trecut 6 zile si nici nu am fost contactat nici preluat produsul....,421381,tech support; return warranty,aceste produse nu corespund;am facut pe site retur dar au trecut 6 zile si nici nu am fost contactat nici preluat produsul,Negative; Negative,manual,Am comandat produse de pe internet aceste produse nu corespund am facut pe site retur dar au trecut 6 zile si nici nu am fost contactat nici preluat produsul....,tech support;return warranty
"Folosesc de cativa ani un forclaz 20 fara probleme, dar acest model nu este un upgrade, poate doar ca volum. Am returnat rucsacul datorita faptului ca odata plin, bretelele rucsacului pun presiune foarte mare la baza gatului iar aceste bretele, avand o umplutura dintr-o spuma tare cu muchii drepte, devin dureroase in zona de contact. Poate tine de fizicul ficaruia si acest rucsac este destinat persoanelor cu un spate mai bine dezvoltat, dar daca nu esti foare lat in umeri iti recomand sa eviti acest model.",421382,product,"Am returnat rucsacul datorita faptului ca odata plin, bretelele rucsacului pun presiune foarte mare la baza gatului iar aceste bretele, avand o umplutura dintr-o spuma tare cu muchii drepte, devin dureroase in zona de contact",Negative,manual,"Folosesc de cativa ani un forclaz 20 fara probleme, dar acest model nu este un upgrade, poate doar ca volum. Am returnat rucsacul datorita faptului ca odata plin, bretelele rucsacului pun presiune foarte mare la baza gatului iar aceste bretele, avand o umplutura dintr-o spuma tare cu muchii drepte, devin dureroase in zona de contact. Poate tine de fizicul ficaruia si acest rucsac este destinat persoanelor cu un spate mai bine dezvoltat, dar daca nu esti foare lat in umeri iti recomand sa eviti acest model.",product
Personalul abia se mișcă. Nu gasesc prețurile si nu sunt bine organizati.,421383,staff competency,Personalul abia se mișcă. Nu gasesc prețurile si nu sunt bine organizati.,Negative,manual,Personalul abia se mișcă. Nu gasesc prețurile si nu sunt bine organizati.,staff competency
"o multime de produse interesante prezentate pe site dar dintre ele foarte foarte putine pe stoc, nu prea am avut de unde alege :(livrarea se pare ca intarzie destul de mult si ea. comanda mea a fost plasata in urma cu 3 zile fara niciun semn. serviciul de relatii clienti este groaznic, am sunat sa vad daca si cand imi va ajunge comanda, dupa ce am asteptat destul de mult in telefon mi s-a spus sa revin mai tarziu pentru ca acum le-a picat sistemul si nu pot verifica.",421384,shop diversity; shop organization; delivery; service,"nu prea am avut de unde alege;o multime de produse interesante prezentate pe site dar dintre ele foarte foarte putine pe stoc;livrarea se pare ca intarzie destul de mult si ea. comanda mea a fost plasata in urma cu 3 zile fara niciun semn;serviciul de relatii clienti este groaznic, am sunat sa vad daca si cand imi va ajunge comanda, dupa ce am asteptat destul de mult in telefon mi s-a spus sa revin mai tarziu pentru ca acum le-a picat sistemul si nu pot verifica.",Negative; Negative; Negative; Negative,manual,"o multime de produse interesante prezentate pe site dar dintre ele foarte foarte putine pe stoc, nu prea am avut de unde alege :(livrarea se pare ca intarzie destul de mult si ea. comanda mea a fost plasata in urma cu 3 zile fara niciun semn. serviciul de relatii clienti este groaznic, am sunat sa vad daca si cand imi va ajunge comanda, dupa ce am asteptat destul de mult in telefon mi s-a spus sa revin mai tarziu pentru ca acum le-a picat sistemul si nu pot verifica.",shop diversity;shop organization;delivery;service
"Adidasii sunt foarte comozi si un design modern si frumos , dar talpa adidasului mai are cateva minusuri deoarece materialul portocaliu de pe talpa se dezlipeste .",421385,quality; product,materialul portocaliu de pe talpa se dezlipeste;Adidasii sunt foarte comozi si un design modern si frumos,Negative; Positive,manual,"Adidasii sunt foarte comozi si un design modern si frumos , dar talpa adidasului mai are cateva minusuri deoarece materialul portocaliu de pe talpa se dezlipeste .",quality;product
Din pacate personalul este greu de gasit si raspunsul la intrebari este scurt si deloc profesionist precum si faptul ca am cumparat o bicicleta MTB cu frane pe disc careia la 20 min dupa iesirea din magazin i-a cazut lantul.Este de neconceput cum din pacate bicicletele sunt foarte slab pregatite.,421386,staff competency; quality,Din pacate personalul este greu de gasit si raspunsul la intrebari este scurt si deloc profesionist;faptul ca am cumparat o bicicleta MTB cu frane pe disc careia la 20 min dupa iesirea din magazin i-a cazut lantul.Este de neconceput cum din pacate bicicletele sunt foarte slab pregatite.,Negative; Negative,manual,Din pacate personalul este greu de gasit si raspunsul la intrebari este scurt si deloc profesionist precum si faptul ca am cumparat o bicicleta MTB cu frane pe disc careia la 20 min dupa iesirea din magazin i-a cazut lantul.Este de neconceput cum din pacate bicicletele sunt foarte slab pregatite.,staff competency;quality
"1. Nu sunt suficienti angajati! Trebuie sa parcurgi magazinul de la un capat la celalalt ca sa gasesti un vanzator care sa te ajute. 2. Nu sunt articole sportive (haine, pantofi sport) brand-uri renumite (Nike) ... sau poate nu le-am gasit noi. Am cautat aproximativ 40 minute si nimic.",421387,staff availability; shop diversity,Nu sunt suficienti angajati;Nu sunt articole sportive,Negative; Negative,manual,"1. Nu sunt suficienti angajati! Trebuie sa parcurgi magazinul de la un capat la celalalt ca sa gasesti un vanzator care sa te ajute. 2. Nu sunt articole sportive (haine, pantofi sport) brand-uri renumite (Nike) ... sau poate nu le-am gasit noi. Am cautat aproximativ 40 minute si nimic.",staff availability;shop diversity
"Sugerez expunerea la raft și a produselor din gama PREMIUM  din domeniul activităților montane (camping, alpinism , drumeție ).",421388,shop organization,Sugerez expunerea la raft și a produselor din gama PREMIUM din domeniul activităților montane,Neutral,manual,"Sugerez expunerea la raft și a produselor din gama PREMIUM din domeniul activităților montane (camping, alpinism , drumeție ).",shop organization
"Casierul avea ao atitudine ostila, era nervos, se misca incet si a raspuns obraznic",421389,staff competency,"Casierul avea ao atitudine ostila, era nervos, se misca incet si a raspuns obraznic",Negative,manual,"Casierul avea ao atitudine ostila, era nervos, se misca incet si a raspuns obraznic",staff competency
Dezordine. Rafturile goale pe partea de ciclism. Lipsa aproape totala de produse. Angajatii sunt in numar mic si nu isi cunosc produsele.,421390,shop diversity; staff competency; shop organization,Lipsa aproape totala de produse;Angajatii sunt in numar mic si nu isi cunosc produsele;Dezordine. Rafturile goale pe partea de ciclism. ,Negative; Negative; Negative,manual,Dezordine. Rafturile goale pe partea de ciclism. Lipsa aproape totala de produse. Angajatii sunt in numar mic si nu isi cunosc produsele.,shop diversity;staff competency;shop organization
