text,id,aspects_polarities,annotator,data_origin,text_cleaned,absa_input,absa_target,cmlm_text
"Am uitat un articol vestimentar in cabina de proba.La 10 minute dupa ce am iesit din cabina, m-am intors si nu am gasit ce am uitat.Am rugat personalul sa se uite pe camera de supraveghere, le-am oferit bonul care indica ora, i-am rigat sa se uita si sa vada zona de acces a cabinelor, piate vedem cine a iesit din cabina respectiva.Mi-au spus ca nu au camera in zona cabinelor, nici macar pe culoar, nimic care sa observe un eventual furt care poate avea loc in acea zona Exista o problema in sensul asta.Inteleg lipsa camerelor in cabine, dar in zona de acces mi se pare absurd sa nu exista o securitate.",432366,security - negative,22,manual,"Am uitat un articol vestimentar in cabina de proba.La 10 minute dupa ce am iesit din cabina, m-am intors si nu am gasit ce am uitat.Am rugat personalul sa se uite pe camera de supraveghere, le-am oferit bonul care indica ora, i-am rigat sa se uita si sa vada zona de acces a cabinelor, piate vedem cine a iesit din cabina respectiva.Mi-au spus ca nu au camera in zona cabinelor, nici macar pe culoar, nimic care sa observe un eventual furt care poate avea loc in acea zona Exista o problema in sensul asta.Inteleg lipsa camerelor in cabine, dar in zona de acces mi se pare absurd sa nu exista o securitate.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Am uitat un articol vestimentar in cabina de proba.La 10 minute dupa ce am iesit din cabina, m-am intors si nu am gasit ce am uitat.Am rugat personalul sa se uite pe camera de supraveghere, le-am oferit bonul care indica ora, i-am rigat sa se uita si sa vada zona de acces a cabinelor, piate vedem cine a iesit din cabina respectiva.Mi-au spus ca nu au camera in zona cabinelor, nici macar pe culoar, nimic care sa observe un eventual furt care poate avea loc in acea zona Exista o problema in sensul asta.Inteleg lipsa camerelor in cabine, dar in zona de acces mi se pare absurd sa nu exista o securitate. </s>",security is negative,". am avut un incident in zona de bagaje. la 10 minute dupa ce am iesit din cabina, m - am intors si nu am vazut ce am facut. am rugatat sa se uite pe camera de supraveghere, le - am oferit camera care indica zona, i - am rugat sa se uite si sa vada cat de unde a fost, inclus si cine a iesit din interie. mi - au spus ca nu au nimic in zona aia, nici macar pe culoar, nimic care sa indice un eventual atac care poate avea loc in acea zona exista o camera in zona asta. inteleg lipsa lor in cabine, dar in zona de sus mi se pare normal sa nu exista o securitate."
"Este foarte bine echipat magazinul, dar sunt asezate cam haotic produsele.",432367,"{'choices': ['shop diversity - positive', 'shop organization - negative']}",22,manual,"Este foarte bine echipat magazinul, dar sunt asezate cam haotic produsele.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Este foarte bine echipat magazinul, dar sunt asezate cam haotic produsele. </s>",shop diversity is positive; shop organization is negative,". este foarte bine organizat, dar sunt asezate cam haotic produsele."
4 vanzator discute si tu stai ca ... era neplacut nepasarea vanzatorilor !,432369,"{'choices': ['staff availability - negative', 'staff competency - negative']}",22,manual,4 vanzator discute si tu stai ca ... era neplacut nepasarea vanzatorilor !,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: 4 vanzator discute si tu stai ca ... era neplacut nepasarea vanzatorilor ! </s>,staff availability is negative; staff competency is negative,. 4 vanzator discute si tu stai ca... era cu nepasarea ta!
"Buna ziua, am dorit sa achizitionam 10 echipamente complete de fotbal si spre nemultumirea noastra am constatat ca produsele nu se afla pe stoc, urmand a fi comandate.Am dorit sa le si inscriptionam si am fost la fel de nemultumiti cand am aflat ca nu beneficiem de nicio reducere. De asemenea, lipseau de pe stoc adidasi fotbal marime 28, colanti pt 8 ani, tricouri si aparatori. In concluzie, am reusit in urma vizitei sa achizitionez doar o maleta neagra pt 8 ani, desi imi doream alba (lipsea de pe stoc).",432370,"{'choices': ['promotions - negative', 'shop diversity - negative']}",22,manual,"Buna ziua, am dorit sa achizitionam 10 echipamente complete de fotbal si spre nemultumirea noastra am constatat ca produsele nu se afla pe stoc, urmand a fi comandate.Am dorit sa le si inscriptionam si am fost la fel de nemultumiti cand am aflat ca nu beneficiem de nicio reducere. De asemenea, lipseau de pe stoc adidasi fotbal marime 28, colanti pt 8 ani, tricouri si aparatori. In concluzie, am reusit in urma vizitei sa achizitionez doar o maleta neagra pt 8 ani, desi imi doream alba (lipsea de pe stoc).","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Buna ziua, am dorit sa achizitionam 10 echipamente complete de fotbal si spre nemultumirea noastra am constatat ca produsele nu se afla pe stoc, urmand a fi comandate.Am dorit sa le si inscriptionam si am fost la fel de nemultumiti cand am aflat ca nu beneficiem de nicio reducere. De asemenea, lipseau de pe stoc adidasi fotbal marime 28, colanti pt 8 ani, tricouri si aparatori. In concluzie, am reusit in urma vizitei sa achizitionez doar o maleta neagra pt 8 ani, desi imi doream alba (lipsea de pe stoc). </s>",promotions is negative; shop diversity is negative,". buna ziua, am vrut sa achizitionam 10 seturi complete de fotbal si spre marea noastra am constaate ca produsele nu se afla pe stoc, urmand a fi comandate. am vrut sa le si inscriptionam si am fost la fel de dezamaltultui cand am vazut ca nu sunt de nicio marca. de asemenea, lipseau de pe stoc adidasi marimea 28, atat pt 8 ani, dar si altele. in plus, am fost in situatia sa comand doar o pereche pt 8 ani, desi imi doream alba ( cea de pe site )."
Să nu se mai permita mersul CU Bicicleta ....mai ales copii care merge CU viteza.....,432371,environment - negative,22,manual,Să nu se mai permita mersul CU Bicicleta ....mai ales copii care merge CU viteza.....,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Să nu se mai permita mersul CU Bicicleta ....mai ales copii care merge CU viteza..... </s>,environment is negative,. să nu se mai permita mersul cu bicicleta.... mai ales celui care merge cu mașina.....
"Cortul pe care l-am comandat, prima dată a venit tăiat. Mi se pare o mare neglijență, nesimțire si rea vointă din partea celor care au trimis cortul. Tăietura era de 10 cm   lungime si era imposibil să nu o observi  ",432373,"{'choices': ['staff competency - negative', 'delivery - negative']}",22,manual,"Cortul pe care l-am comandat, prima dată a venit tăiat. Mi se pare o mare neglijență, nesimțire si rea vointă din partea celor care au trimis cortul. Tăietura era de 10 cm lungime si era imposibil să nu o observi","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Cortul pe care l-am comandat, prima dată a venit tăiat. Mi se pare o mare neglijență, nesimțire si rea vointă din partea celor care au trimis cortul. Tăietura era de 10 cm lungime si era imposibil să nu o observi </s>",staff competency is negative; delivery is negative,". cortul pe care l - am văzut, prima dată a fost gol. mi se pare o mare eroare, dar si rea vointă din partea celor care au instal acolo. zăpada era de 10 persoane si era imposi 2 să nu o observi"
"Din pacate satisfactia globala si atmosfera generala sunt stricate de parintii cu copii nesupravegheati.Nu o singura data am fost cat pe ce sa fiu lovit de cate un bididiu pe bicicleta sau trotineta.Poate ca pe viitor le veti crea un loc de joaca numai al lor in care sa-si testeze abilitatile, fara riscul de a se accidenta sau si mai rau, de a accidenta pe alcineva.",432380,environment - negative,22,manual,"Din pacate satisfactia globala si atmosfera generala sunt stricate de parintii cu copii nesupravegheati.Nu o singura data am fost cat pe ce sa fiu lovit de cate un bididiu pe bicicleta sau trotineta.Poate ca pe viitor le veti crea un loc de joaca numai al lor in care sa-si testeze abilitatile, fara riscul de a se accidenta sau si mai rau, de a accidenta pe alcineva.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Din pacate satisfactia globala si atmosfera generala sunt stricate de parintii cu copii nesupravegheati.Nu o singura data am fost cat pe ce sa fiu lovit de cate un bididiu pe bicicleta sau trotineta.Poate ca pe viitor le veti crea un loc de joaca numai al lor in care sa-si testeze abilitatile, fara riscul de a se accidenta sau si mai rau, de a accidenta pe alcineva. </s>",environment is negative,". din pacate satisfactia mea si atmosfera imi sunt stricate de cei cu bicicla. nu o data dar am fost cat pe ce sa fiu lovit de cate un om pe strada sau aiurea. poate ca pe viitor le veti crea un colt de joc numai al lor in care sa - si testeze nervii, fara riscul de a se lovi sau si mai rau, de a accidenta pe altcinntaeva."
Multe produse din toamna si iarna trecuta . Preturi deloc atractive. Varietatea produselor foarte slaba pt copii.(baietiei),432381,"{'choices': ['price - negative', 'shop diversity - negative']}",22,manual,Multe produse din toamna si iarna trecuta . Preturi deloc atractive. Varietatea produselor foarte slaba pt copii.(baietiei),Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Multe produse din toamna si iarna trecuta . Preturi deloc atractive. Varietatea produselor foarte slaba pt copii.(baietiei) </s>,price is negative; shop diversity is negative,. multe poze din toamna si iarna trecuta. preturi deloc atractive. varietatea produselor foarte buna pt copii. ( romaniei )
"Încă nu am primit comanda și a trecut o săptămână . Nu am fost anunțată de întârzierea comenzii nici măcar prin email. După ce am sunat fancurier- decathlon iasi- decathlon Bucuresti  (număr taxabil si cu asteptare 10 min. pana la preluarea apelului )în sfarsit am putut afla de întârziere.  Site-ul este ok, produsele de asemenea, termenul de livrare clar nu poate fi respectat deci sa cumperi un cadou de ultim moment de pe Decathlon online sare din schema.",432383,"{'choices': ['delivery - negative', 'staff competency - negative', 'tech support - positive', 'product - positive']}",22,manual,"Încă nu am primit comanda și a trecut o săptămână . Nu am fost anunțată de întârzierea comenzii nici măcar prin email. După ce am sunat fancurier- decathlon iasi- decathlon Bucuresti (număr taxabil si cu asteptare 10 min. pana la preluarea apelului )în sfarsit am putut afla de întârziere. Site-ul este ok, produsele de asemenea, termenul de livrare clar nu poate fi respectat deci sa cumperi un cadou de ultim moment de pe Decathlon online sare din schema.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Încă nu am primit comanda și a trecut o săptămână . Nu am fost anunțată de întârzierea comenzii nici măcar prin email. După ce am sunat fancurier- decathlon iasi- decathlon Bucuresti (număr taxabil si cu asteptare 10 min. pana la preluarea apelului )în sfarsit am putut afla de întârziere. Site-ul este ok, produsele de asemenea, termenul de livrare clar nu poate fi respectat deci sa cumperi un cadou de ultim moment de pe Decathlon online sare din schema. </s>",delivery is negative; staff competency is negative; tech support is positive; product is positive,". încă nu am primit comanda și a trecut o luna. nu am fost sunat de proble, nici măcar prin email. după ce am sunat fanhler - decathlon iasi - din bucuresti ( valabia si cu vreo 10 min. de la data apelului ) în curând am putut afla de el. site - ul este ok, produsele de asemenea, timpul de preț clar nu poate fi, deci sa cumperi un produs de ultim moment de pe decathlon online sare din ochi."
Personalul insuficient raportat la numarul clienti a determinat ca timpul de asteptare pentru rezolvarea cererilor noastre sa fie mai mare de 2 ore.,432390,staff availability - negative,22,manual,Personalul insuficient raportat la numarul clienti a determinat ca timpul de asteptare pentru rezolvarea cererilor noastre sa fie mai mare de 2 ore.,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Personalul insuficient raportat la numarul clienti a determinat ca timpul de asteptare pentru rezolvarea cererilor noastre sa fie mai mare de 2 ore. </s>,staff availability is negative,client timpul insuficient de la multi clienti a determinat ca timpul de astepte pentru serviciile noastre sa fie mai mare de 2 ore.
Indisponibilitatea sistemului ma impiedicat sa pot beneficia de voucher-ul cadou...,432391,tech support - negative,22,manual,Indisponibilitatea sistemului ma impiedicat sa pot beneficia de voucher-ul cadou...,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Indisponibilitatea sistemului ma impiedicat sa pot beneficia de voucher-ul cadou... </s>,tech support is negative,. indisponibilitatea sistemului ma impiedicat sa pot folosi de voucher - ul meu...
"Sa faca unul pentru biciclete, asta era pt cine stie ce altceva.",432395,misc - neutral,22,manual,"Sa faca unul pentru biciclete, asta era pt cine stie ce altceva.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Sa faca unul pentru biciclete, asta era pt cine stie ce altceva. </s>",misc is neutral,". sa faca unul pentru mine, asta era pt cine stie ce altceva."
"magazinul din Pitesti este mult mai linistit fata de altele. personal slab calificat, atmosfera decenta, preturi bune!",432400,"{'choices': ['environment - positive', 'price - positive', 'staff competency - negative']}",22,manual,"magazinul din Pitesti este mult mai linistit fata de altele. personal slab calificat, atmosfera decenta, preturi bune!","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: magazinul din Pitesti este mult mai linistit fata de altele. personal slab calificat, atmosfera decenta, preturi bune! </s>",environment is positive; price is positive; staff competency is negative,". sediul din pitesti este mult mai linistit fata de altele. personal slab calificat, echipa decenta, preturi bune!"
