absa_input,absa_target,data_origin
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Prețuri bune, personal amabil, varietate slaba la unele produse, multi clienti doar vin cu copiii pentru a se juca în magazin fara a cumpara ceva. </s>",environment is negative; price is positive; shop diversity is negative; staff competency is positive,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: 2 perechi de schiuri ascutite dezamagitor, pacat de utilajele de ascutit din magazin, nu mai revin pt astfel de servicii </s>",service is negative,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Ok, doar că persoana care a reglat bicicleta nu a făcut o treabă bună și a trebuit să mă întorc. </s>",staff competency is negative; service is negative,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Am cumparat 2 perechi cei de culoare neagra, iar dupa ce sunt incaltati fac o cuta la exterior {materialul textil} destul de inestetica.Precizez ca cei de culoare albastra sunt perfecti si sunt acelasi numar. </s>",product is positive,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Vreau și eu să știu de ce nu sunt kimonouri jiu jitsu brazilian și povestea cu marimile </s>,shop diversity is negative,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Buna ziua, am achizitionat de curand de la decthlon Brasov acest model. La nici un km de mers am simtit dureri in spate si picioare. Vreau sa il schimb cu modelul 9. Care este mult mai confortabil fiind mai aproape de pamant. Eu am mers multa vreme cu modelul de copii care este mai aproape de pamant. Va spun din experienta ca a fost cred gresit conceptul. L am dat cunostintelor sa l probeze si aceleasi plangeri le am primit. E greu si inalt. La un km nu mai poti da din picior de durere. Nu recomand. In schimb am probat modelul town 9 si e altceva. O sa scriu si celor responsabili de relatii clienti. Poate reusesc sa il dau inapoi. Cand l am luat nu aveau la proba modelul asta din pacate. Acum nu vor sa mi l schimbe ca l am murdarit pe afara . </s>",product is negative; return warranty is negative; shop diversity is negative,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Am avut unul de care am fost f multumita, de aceea cand l am schimbat am cumparat acelasi model.De aceasta data nu sunt multumita pt ca daca se misca in rucsac,curge.Nu o data am gasit totul ud din cauza ca mi cursese bidonul. </s>",product is positive,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Lipsa produse, personal putin in week-end sau zilele libeere, ccand este foarte aglomerat. </s>",staff availability is negative; shop diversity is negative,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Foarte greu am gasit pe cineva sa-mi ofere detalii si recomandări despre un smartwatch. Si cand am gasit toată conversatia a durat 4 secunde. </s>,staff availability is negative; staff competency is negative,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Ar trebui reintroduse brand urile de buna calitate. Nu ma ajuta cu nimic preturile mici dacă marfa e de proasta calitate. </s>,quality is negative,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Timpul prea mare pentru service. Ar trebui sa aiba prioritate sporturile de iarna in perioada iernii. </s>,service is negative,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Asa cum am spus, preturi mari, reduceri puține și mai mult în bătaie de joc. Nici măcar asa nu găsești toate numerele și o mare vraiște la rafturi. </s>",shop organization is negative; promotions is negative; price is negative; shop diversity is negative,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Magazinul este ok dar nu sunt multe produse pe stoc. </s>,shop diversity is negative,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Coada mare la case, nu exista personal in magazin daca vrei ajutor, multe produse la care nu exista toate masurile (numai cateva masuri la fiecare produs). </s>",staff availability is negative; shop diversity is negative; service is negative,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Buna ziua. Personalul din magazin nu stie unde se gasesc produsele pe rafturi. In rest toate bune! </s>,staff competency is negative,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: As dori sa se imprime un tricou cu culoare alba, dar lipseste de mai multe zile (culoarea alba). Asta nu ar fi asa o problema, numai ca nu poate nimeni sa imi spuna cand se face reaprovizionarea cu culoare alba.Ce ar trebui sa fac, sa sun in fiecare zi si sa intreb daca a venit culoarea? </s>",shop diversity is negative; staff competency is negative,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Personal neinstruit si nu prea amabil , sectiunea fotbal lipsa incaltaminte crampoane ( in Brasov sunt cel putin 5 scoli de fotbal ) si suntem nevoiti sa cumparam de pe net , toaletele sunt imputite mai rau ca-n gara !!! </s>",environment is negative; staff competency is negative; shop diversity is negative,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Cautam un produs pe care l-am achiziționat din decathlon Cluj, iar la Mureș nu l-am găsit, am găsit o gama mai redusa de produse decât în magazinul din Cluj Napoca. </s>",shop diversity is negative,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: De la Decathlon am cumparat multe articole de buna calitate, am sa mai revin. </s>",quality is positive,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: O singura persoana se ocupa atat de biciclete cat si de gravura/imprimare. Am asteptat minute in sir (cel putin 15) pana cand mi s-a adresat un angajat desi eram in linia de vizibilitate a unei doamne din birou (banuiesc cu o pozitie mai avansata). Dansa era prea ocupata sa vorbeasca jovial cu cineva la telefon, mi-a dat senzatia ca nu era legat de job.Angajatul m-a servit dupa ce a terminat cu clientul de la biciclete dar a mai fost intrerupt de 3 sau 4 ori prin telefonul intern si a plecat de 2 ori in alta zona a magazinului.Pentru o simpla personalizare a unei cupe mici am petrecut peste o ora, angajatul a fost foarte dragut cand mi-a facturat doar textul de pe o parte a cupei si nu amandoua pe care le-a facut. </s>",staff availability is negative; staff competency is negative,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Apreciez sistemul dumneavoastră de funcționare, garanția pe care o primesc pentru produsele cumpărate de la voi, acestea sunt aspectele pozitive. Din păcate faptul că trebuie să aștept pentru un produs în jur de o săptămână mă descurajează, mă face să nu am încredere că aș putea găsi ce-mi trebuie atunci când îmi trebuie. </s>",return warranty is positive; delivery is negative,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: pe linia intariturilor sunt rigizi,provoaca rani dupa 1 singura purtare. captuseala de calitate foarte slaba. </s>",product is negative; quality is negative,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Cand ai nevoie de un sfat foarte greu gasesti un angajat Decathlon care sa te poata ajuta. Pe langa faptul ca nu este la raion, nu stii nici unde sa il cauti. Apoi calitatea informatiilor este foarte slaba, nu stie sau nu este sigur pe el. Nu transmite incredere si profesionalism.La casa, am avut ghinionul sa ma confrunt cu o totala lipsa de amabilitate, implicare si profesionalism. Cand am vazut ca punga este mare si este din hartie, am refuzat sa o mai iau. Dar casierul nu a considerat necesar sa o scada de pe bon. M-a trimis la receptie, unde pentru 70 de bani a trebuit sa dau si datele de pe CI. Intr-un final, toata povestea m-a facut sa ma simt inconfortabil desi aveam dreptate. Nu banii erau importanti, ci principiul! </s>",staff availability is negative; staff competency is negative,manual
Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Nu face fata temperaturilor negative .Marimea e cel putin cu un numar mai mica . </s>,product is negative,manual
"Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: in cazul in care vreti sa-l folositi in apa adinca >2m si mai mult, exista riscul sa alunece de pe nas.tocmai azi am pierdut unul in bazinul de innot.n-am putut sa ma duc dupa el apa fiind de 2 metri nestiind sa innot. </s>",product is negative,manual
