id,text_cleaned,absa_input,absa_target,text_bt_RoEnRo,text_bt_RoEnChRo
431844,"Asa cum a spus si colegul mai sus, e o problema cu combinatiile de viteze. Daca nu se recomanda, pentru care motiv producatorul a ales aceste combinatii (numarul foi de angrenaj si pinioane butuc)? E ca si cum mi-as cumpara o sticla cu suc, dar din care nu pot bea, trebuie sa-mi pun in pahar pentru ca aceasta e situatia ideala si mai mult de atat, nu poti pune in pahar tot sucul din sticla desi il platesti... totusi recomand produsul pentru ca aceste piese se pot schimba ulterior.Apropo: link-ul pus la comentariul anterior nu functioneaza... deci informarea e maxima.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Asa cum a spus si colegul mai sus, e o problema cu combinatiile de viteze. Daca nu se recomanda, pentru care motiv producatorul a ales aceste combinatii (numarul foi de angrenaj si pinioane butuc)? E ca si cum mi-as cumpara o sticla cu suc, dar din care nu pot bea, trebuie sa-mi pun in pahar pentru ca aceasta e situatia ideala si mai mult de atat, nu poti pune in pahar tot sucul din sticla desi il platesti... totusi recomand produsul pentru ca aceste piese se pot schimba ulterior.Apropo: link-ul pus la comentariul anterior nu functioneaza... deci informarea e maxima. </s>",product is negative; tech support is positive,"Cum a spus colegul de mai sus, există o problemă cu combinațiile de viteze. Dacă nu este recomandat, de ce a ales producătorul aceste combinații (numărul de șolduri și pinii de bușt)? Este ca și cum ați cumpăra o sticlă de suc, dar nu pot să beau din ea, trebuie să o pun în paharul meu pentru că aceasta este situația ideală și mai mult decât atât, nu puteți pune tot sucul din sticlă în pahar, deși plătiți pentru ea... totuși recomand produsul pentru că aceste părți se pot schimba mai târziu. Apropo: link-ul la comentariul anterior nu funcționează... deci informațiile sunt maxime.","Este ca și cum ați cumpăra o sticlă de suc, dar nu pot să beau, trebuie să o pun în paharul meu, deoarece este situația ideală, și mai important, nu puteți pune tot sucul din sticlă în pahar, deși plătiți... totuși am împins acest produs, deoarece aceste componente pot fi modificate mai târziu."
431849,Multumit. Sistemul de acordare puncte de fidelitate poate fi imbunatatit. Nu este cel mai atragator...,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Multumit. Sistemul de acordare puncte de fidelitate poate fi imbunatatit. Nu este cel mai atragator... </s>,tech support is negative,Sistemul de puncte de loialitate poate fi îmbunătăţit.,Sistemul de puncte de loialitate poate fi îmbunătățit.
431853,"Nu mi-au fost livrate toate produsele, cu toate ca la curier le-am platit pe toate.Dupa reclamatie la Decathlon, mi-au fost livrate si restul produdelor.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Nu mi-au fost livrate toate produsele, cu toate ca la curier le-am platit pe toate.Dupa reclamatie la Decathlon, mi-au fost livrate si restul produdelor. </s>",delivery is negative,"Nu am primit toate produsele, deşi le-am plătit la curier, dar după ce m-am plâns la Decathlon, am primit restul.","Nu am primit toate produsele, deși am plătit toate costurile la compania de curierat."
431855,Am comandat ceva si am primit altceva.Pe eticheta de hârtie scria 3xl pe posteriorul pentagonului scria 2xl,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Am comandat ceva si am primit altceva.Pe eticheta de hârtie scria 3xl pe posteriorul pentagonului scria 2xl </s>,delivery is negative,"Pe etichetă scria 3x1, pe spatele pentagonului scria 2x1.",Pe spatele pentagonului scrie 2xl.
431858,"Plin de copii cu biciclete,trotinete role etc care nu se uita pe unde merg...","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Plin de copii cu biciclete,trotinete role etc care nu se uita pe unde merg... </s>",environment is negative,"Plini de copii cu biciclete, scutere, etc. Care nu se uita unde merg...","Copiii merg cu bicicletele, motocicletele, etc."
431860,"Copiii care gonesc cu bicicletele prin magazin sunt un adevarat pericol pentru ceilalti copii, chiar si pentru cei insotiti! Nu ar trebui sa le permiteti sau ar trebui sa stabiliti o limita de varsta sub care acest lucru sa fie interzis.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Copiii care gonesc cu bicicletele prin magazin sunt un adevarat pericol pentru ceilalti copii, chiar si pentru cei insotiti! Nu ar trebui sa le permiteti sau ar trebui sa stabiliti o limita de varsta sub care acest lucru sa fie interzis. </s>",environment is negative,"Copiii care merg cu bicicleta prin magazin sunt un real pericol pentru ceilalţi copii, chiar şi pentru cei care sunt cu ei!","Copiii care merg pe biciclete prin magazine sunt un real pericol pentru alți copii, chiar și pentru cei din jurul lor!"
431861,Aprovizionarea cu produse de sezon foarte slabă.Nici pe magazinul online nu am găsit disponibilitate și nici nu poți face comanda din alte magazine Decathlon.,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Aprovizionarea cu produse de sezon foarte slabă.Nici pe magazinul online nu am găsit disponibilitate și nici nu poți face comanda din alte magazine Decathlon. </s>,tech support is negative; shop diversity is negative,"Nu sunt produse de sezon disponibile nici în magazinul online pe care l-am găsit, nici în alte magazine Decathlon.","Nu am găsit nici o magazin online care să ofere produse sezoniere, dar am găsit o ofertă foarte bună pentru a cumpăra produse de sezon."
431863,"Este neplacut cand incerci sa cauti ceva sa te simti in nesiguranta pt ca trebuie sa te feresti o bicicleta, o trotineta sau altele...","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Este neplacut cand incerci sa cauti ceva sa te simti in nesiguranta pt ca trebuie sa te feresti o bicicleta, o trotineta sau altele... </s>",environment is negative,"E neplăcut când încerci să cauţi ceva să te simţi nesigur pentru că trebuie să eviţi o bicicletă, un scuter sau alt...","Căutarea este neplăcută, pentru că trebuie să eviți să mergi cu bicicleta, motocicleta sau altul..."
431865,Una spuneti referitor la returnarea produselor iar alta faceti cand vine vorba sa va tineti de cuvint.,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Una spuneti referitor la returnarea produselor iar alta faceti cand vine vorba sa va tineti de cuvint. </s>,return warranty is negative,Spuneţi un lucru despre returnarea produselor şi faceţi altul când vine vorba de a vă ţine cuvântul.,"În schimb, ai spus un cuvânt despre produsul,"
431870,"Magazin foarte aglomerat, produse aruncate pe jos, incaltaminte desperecheata, rafturi incomplete.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Magazin foarte aglomerat, produse aruncate pe jos, incaltaminte desperecheata, rafturi incomplete. </s>",shop diversity is negative; environment is negative; shop organization is negative,"Magazinul foarte aglomerat, produsele aruncate pe podea, pantofii dezlegaţi, rafturile incomplete.","În fiecare zi, în fiecare zi, în fiecare zi, în fiecare zi, în fiecare zi, în fiecare zi, în fiecare zi, în fiecare zi, în fiecare zi, în fiecare zi, în fiecare zi, în fiecare zi, în fiecare zi, în fiecare zi, în fiecare zi, în fiecare zi, în fiecare zi, în fiecare zi, în fiecare zi, în fiecare zi, în fiecare zi, în fiecare zi, în fiecare zi, în fiecare zi, în fiecare zi, în fiecare zi, în fiecare zi, în fiecare zi, în fiecare zi, în fiecare zi, în fiecare zi, în fiecare zi, în fiecare zi, în fiecare zi, în fiecare zi, în fiecare zi, în fiecare zi, în fiecare zi, în fiecare zi, în fiecare zi, în fiecare zi, în fiecare zi, în fiecare zi, în fiecare zi, în fiecare zi, în fiecare zi, în fiecare zi, în fiecare zi, în fiecare zi, în fiecare"
431872,"Este o parere pur personala deci posibil foarte subiectiva. Sugerez diversificarea stocurilor ca si repere. Acum sunt putine dar in cantitati mai mari. Preturile in general sunt cam piperate. F multe produse ieftine au o calitate indoielnica ..,, miroase a marfa proasta de China de la o posta,,. In opozitie alte produse si-au facut treaba exemplar.Cand este aglomerat sa se deschida mai repede cel putin inca o casa. In general casa 2 se deschide cand clientii sunt f iritati si apare ,,revolta,, La unele repere pe rafturi nu apar preturile din descrierea produrelor.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Este o parere pur personala deci posibil foarte subiectiva. Sugerez diversificarea stocurilor ca si repere. Acum sunt putine dar in cantitati mai mari. Preturile in general sunt cam piperate. F multe produse ieftine au o calitate indoielnica ..,, miroase a marfa proasta de China de la o posta,,. In opozitie alte produse si-au facut treaba exemplar.Cand este aglomerat sa se deschida mai repede cel putin inca o casa. In general casa 2 se deschide cand clientii sunt f iritati si apare ,,revolta,, La unele repere pe rafturi nu apar preturile din descrierea produrelor. </s>",price is negative; product is positive; quality is negative; service is negative; shop diversity is negative; shop organization is negative,"Este o opinie pur personală, deci probabil foarte subiectivă. Sugerez diversificarea stocurilor ca referință. Acum sunt puține, dar în cantități mai mari. Prețurile sunt, în general, un pic pic picate. F multe produse ieftine au o calitate îndoielnică..,, mirosuri de bunuri proaste din China de la un birou poștal,,. În opoziție, alte produse și-au făcut treaba exemplar. Când este aglomerat să deschidă mai repede cel puțin o casă.",Prețurile sunt de obicei puțin. Multe produse ieftine au o calitate îndoielnică. Gustul de bunătăți chinezești de la poștă.
431884,Buna ziua de fiecare data constat ca personalul este insuficient in raport cu numarul clientilor.Sunt articole pentru care este necesara consilierea la achizitie si este pacat ca in ultima perioada atat in mag Militari cat si in Pallady atentia fata de client lasa de dorit .O zi Buna !,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Buna ziua de fiecare data constat ca personalul este insuficient in raport cu numarul clientilor.Sunt articole pentru care este necesara consilierea la achizitie si este pacat ca in ultima perioada atat in mag Militari cat si in Pallady atentia fata de client lasa de dorit .O zi Buna ! </s>,staff availability is negative; staff competency is negative,Sunt lucruri pentru care este necesar să cumperi sfaturi şi e păcat că în ultima vreme atât în armată cât şi în Pallady atenţia pentru client lasă mult de dorit.,"Este bine de fiecare dată când văd că personalul este insuficient în raport cu numărul de clienți. Există produse care necesită consultanță pentru a cumpăra, ceea ce este o păcat, în ultima vreme în interesul militar și al clienților Paladin a lăsat mult de dorit."
431888,Produsul foarte bun. Livrarea după 3 zile fata de termenul initial,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Produsul foarte bun. Livrarea după 3 zile fata de termenul initial </s>,delivery is negative; product is positive; quality is positive,"Un produs foarte bun, livrare cu trei zile mai târziu decât era programat.","Produsul este foarte bun, livrarea a fost întârziată cu trei zile."
431891,Va rog sa luati masuri impotriva cersetorilor extrem de agresivi din parcarea magazinului.,Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: Va rog sa luati masuri impotriva cersetorilor extrem de agresivi din parcarea magazinului. </s>,security is negative,Vă rugăm să luați măsuri împotriva cerșetorilor extrem de agresive în parcare magazin.,"În acest articol, vom analiza câteva dintre cele mai grave cazuri de viol în parcare."
431894,"La ultima vizita, prea multe produse indisponibile fie la raft, fie pe masuri/numere uzuale.Personalul mi s-a parut insuficient, foarte greu gaseai un consultant disponibil la care sa ceri relatii. Este foarte adevarat ca am fost in perioada weekend-ului, insa acest aspect nu cred ca scuza cele expuse mai sus.Destul de multa dezordine.","Extract pairs of aspect categories with their corresponding opinions from the following Romanian review: La ultima vizita, prea multe produse indisponibile fie la raft, fie pe masuri/numere uzuale.Personalul mi s-a parut insuficient, foarte greu gaseai un consultant disponibil la care sa ceri relatii. Este foarte adevarat ca am fost in perioada weekend-ului, insa acest aspect nu cred ca scuza cele expuse mai sus.Destul de multa dezordine. </s>",shop diversity is negative; staff availability is negative; shop organization is negative,"La ultima vizită, prea multe produse nu erau disponibile nici pe rafturi, nici în mărimi/numerele obişnuite.Personalul mi s-a părut insuficient, a fost foarte dificil să găsesc un consultant disponibil pentru a cere relaţii.Este foarte adevărat că am fost în timpul weekendului, dar acest aspect nu scuză cele de mai sus.De ajuns cu mizeria.","Personalul pare să fie insuficient, este foarte greu de găsit un consultant care să poată solicita relații."
