text,id,aspects_polarities,annotator,all_categories,all_categories_old,all_polarities,data_origin,text_cleaned,cmlm_text
"Buna ziua,- Am avut o comanda onlne cu ridicare din magazin pentru care am dorit sa fac un retur- Sistemul nu permitea lucratirului de la casa sa faca operatiunea necesara , motiv pentru care s-a format coada la casa, coada ce a trebuit mutata la o alta casa.- s-au dat telefoane peste telefoane, pentru a gasi o solutie pentru rezolvarea problemei- Toate aceste lucruri au durat , motiv pentru care am pierdut timp in magazin, in situatia in care in alte parti, un retur dureaza 2 minute...- Din acest motiv, nu pot spune ca vizita a fost una satisfacatoare.",431625,"{'choices': ['return warranty - negative', 'service - negative', 'staff competency - negative', 'tech support - negative']}",22,return warranty; service; staff competency; tech support,return warranty; service; staff competency; tech support,Negative; Negative; Negative; Negative,manual,"Buna ziua,- Am avut o comanda onlne cu ridicare din magazin pentru care am dorit sa fac un retur- Sistemul nu permitea lucratirului de la casa sa faca operatiunea necesara , motiv pentru care s-a format coada la casa, coada ce a trebuit mutata la o alta casa.- s-au dat telefoane peste telefoane, pentru a gasi o solutie pentru rezolvarea problemei- Toate aceste lucruri au durat , motiv pentru care am pierdut timp in magazin, in situatia in care in alte parti, un retur dureaza 2 minute...- Din acest motiv, nu pot spune ca vizita a fost una satisfacatoare.","client buna ziua, - am avut o comanda on line cu plata din magazin pentru care am vrut sa fac un retur - coada nu permit lucrat soferului de la casa sa faca operatiunea necesara, motiv pentru care s - a astept coada la coada, dupa ce a fost facuta la o alta casa. - s - au dat telefoane peste telefoane, pentru a gasi o solutie pentru rezolvarea problemei - toate aceste lucruri au contat, motiv pentru care am avut timp in magazin, in situatii in care in alte parti, un retur dura 2 minute... - din acest motiv, nu pot spune ca vizita a fost una usoara."
"Bicicleta a venit dupa 8 zile , a fost si in statusul de reglare , reglajele sunt mediocre (frana de spate este prea stransa si nu lasa roata sa se invarta liber iar la cea de fata sabotul atinge in cauciuc la fel roata nu se invarte liber) ceea ce e destul de important mai ales cand e vb de un copil. In rest nimic de comentat, bbicicleta arata f bine, este impachetata in ditamai cutia si este protejata bine pentru transport.",431628,"{'choices': ['product - positive', 'service - negative', 'staff competency - negative']}",22,product; service; staff competency,product; service; staff competency,Positive; Negative; Negative,manual,"Bicicleta a venit dupa 8 zile , a fost si in statusul de reglare , reglajele sunt mediocre (frana de spate este prea stransa si nu lasa roata sa se invarta liber iar la cea de fata sabotul atinge in cauciuc la fel roata nu se invarte liber) ceea ce e destul de important mai ales cand e vb de un copil. In rest nimic de comentat, bbicicleta arata f bine, este impachetata in ditamai cutia si este protejata bine pentru transport.",". bicicleta a venit dupa 8 luni, a fost si in stare de proba, rotile sunt ok ( roata de spate este prea mare si nu lasa roata sa se invarte liber iar la cea de fata dacaa in fata la fel roata nu se invarte liber ) ceea ce e destul de important mai ales cand e v vorba de un copil. in rest nimic de comentat, bb biciclcleta arata f bine, este impa ambalata in toata cutia si este protejata bine pentru transport."
"Am comandat o bicicleta pt copii Btwin Runride 520 fara pedale si am primit-o cu o piesa de imbinare prinsa in alt loc decat acolo unde trebuia sa fie fixata, adica pe bara cu roata din fata, dar trebuia pe bara cu ghidonul, iar pb a fost ca avea surubul strans care mergea in gol si care ar trebui schimbat, a fost mai dificil dar cu un cleste care sa tina contra, doi oameni, am reusit. Initial am vrut sa trimit inapoi bicicleta sa o schimbati, dar asta e. Am incercat sa va sun, dar am asteptat 20 min sa raspunda un operator de la magazinul online decathlon si am renuntat. Pacat ca s-a intamplat sa fie o pb cu surubul si cu piesa de imbinare, pt ca bicicleta e foarte buna si e pe placul baietelului meu. Suntem multumiti de bicicleta.",431629,"{'choices': ['product - positive', 'product - negative', 'service - negative', 'staff competency - negative']}",22,product; product; service; staff competency,product; service; staff competency,Positive; Negative; Negative; Negative,manual,"Am comandat o bicicleta pt copii Btwin Runride 520 fara pedale si am primit-o cu o piesa de imbinare prinsa in alt loc decat acolo unde trebuia sa fie fixata, adica pe bara cu roata din fata, dar trebuia pe bara cu ghidonul, iar pb a fost ca avea surubul strans care mergea in gol si care ar trebui schimbat, a fost mai dificil dar cu un cleste care sa tina contra, doi oameni, am reusit. Initial am vrut sa trimit inapoi bicicleta sa o schimbati, dar asta e. Am incercat sa va sun, dar am asteptat 20 min sa raspunda un operator de la magazinul online decathlon si am renuntat. Pacat ca s-a intamplat sa fie o pb cu surubul si cu piesa de imbinare, pt ca bicicleta e foarte buna si e pe placul baietelului meu. Suntem multumiti de bicicleta.",". am comandat o piesa pt un btwin runride 520 fara cheie si am gasit - o cu o piesa de imbinare prinsa in alt suru, acolo unde trebuia sa fie fixata, adica pe bara cu roata din fata, dar trebuia pe bara cu ghidonul, iar pb a fost ca avea oonul care mergea in gol si care ar trebui scos, a fost mai dificil dar cu un cadru care sa tina unul, doi oameni, am reusit. nu am vrut sa trimit inapoi bicicleta sa o schimbati, dar asta e. am incercat sa va sun, dar am asteptat 20 min sa raspunda un operator de la servicentanta decathlon si am uitat. numai ca s - a intamplat sa fie o pb cu piesa si cu piesa de schimb, pt ca nu e foarte buna si e pe modelul meu. suntem mandri de bicicleta."
Personalul la case lipsea in conditiile in care magazinul nu era deloc aglomerat. Am stat mai mult de 5 minute ca sa pot plati produsele,431631,"{'choices': ['service - negative', 'staff availability - negative']}",22,service; staff availability,service; staff availability,Negative; Negative,manual,Personalul la case lipsea in conditiile in care magazinul nu era deloc aglomerat. Am stat mai mult de 5 minute ca sa pot plati produsele,. personalul la carei in zilele in care locul nu era deloc aglomerat. am stat mai mult de 5 minute ca sa pot plati produsul
"Prețuri bune, personal amabil, varietate slaba la unele produse, multi clienti doar vin cu copiii pentru a se juca în magazin fara a cumpara ceva.",431632,"{'choices': ['environment - negative', 'price - positive', 'shop diversity - negative', 'staff competency - positive']}",22,environment; price; shop diversity; staff competency,environment; price; shop diversity; staff competency,Negative; Positive; Negative; Positive,manual,"Prețuri bune, personal amabil, varietate slaba la unele produse, multi clienti doar vin cu copiii pentru a se juca în magazin fara a cumpara ceva.",". servicnie, personal amabil, varietate slaba la unele produse, multi clienti doar vin cu bani pentru a se plimba în magazin fara a cumpara ceva."
"2 perechi de schiuri ascutite dezamagitor, pacat de utilajele de ascutit din magazin, nu mai revin pt astfel de servicii",431633,service - negative,22,service,service,Negative,manual,"2 perechi de schiuri ascutite dezamagitor, pacat de utilajele de ascutit din magazin, nu mai revin pt astfel de servicii",". 2 perechi de dinti ascutite dezamagitor, pacat de masina de ascutit din ele, nu mai revin pt astfel de servicii"
"Ok, doar că persoana care a reglat bicicleta nu a făcut o treabă bună și a trebuit să mă întorc.",431634,"{'choices': ['staff competency - negative', 'service - negative']}",22,staff competency; service,staff competency; service,Negative; Negative,manual,"Ok, doar că persoana care a reglat bicicleta nu a făcut o treabă bună și a trebuit să mă întorc.",". ok, doar că persoana care a reglat mașina nu a făcut o treabă bună și a cerut să mă întorc."
"Buna ziua, am achizitionat de curand de la decthlon Brasov acest model. La nici un km de mers am simtit dureri in spate si picioare. Vreau sa il schimb cu modelul 9. Care este mult mai confortabil fiind mai aproape de pamant. Eu am mers multa vreme cu modelul de copii care este mai aproape de pamant. Va spun din experienta ca a fost cred gresit conceptul. L am dat cunostintelor sa l probeze si aceleasi plangeri le am primit. E greu si inalt. La un km nu mai poti da din picior de durere. Nu recomand. In schimb am probat modelul town 9 si e altceva. O sa scriu si celor responsabili de relatii clienti. Poate reusesc sa il dau inapoi. Cand l am luat nu aveau la proba modelul asta din pacate. Acum nu vor sa mi l schimbe ca l am murdarit pe afara .",431637,"{'choices': ['product - negative', 'return warranty - negative', 'shop diversity - negative', 'product - positive']}",22,product; return warranty; shop diversity; product,product; return warranty; shop diversity,Negative; Negative; Negative; Positive,manual,"Buna ziua, am achizitionat de curand de la decthlon Brasov acest model. La nici un km de mers am simtit dureri in spate si picioare. Vreau sa il schimb cu modelul 9. Care este mult mai confortabil fiind mai aproape de pamant. Eu am mers multa vreme cu modelul de copii care este mai aproape de pamant. Va spun din experienta ca a fost cred gresit conceptul. L am dat cunostintelor sa l probeze si aceleasi plangeri le am primit. E greu si inalt. La un km nu mai poti da din picior de durere. Nu recomand. In schimb am probat modelul town 9 si e altceva. O sa scriu si celor responsabili de relatii clienti. Poate reusesc sa il dau inapoi. Cand l am luat nu aveau la proba modelul asta din pacate. Acum nu vor sa mi l schimbe ca l am murdarit pe afara .",". buna ziua, am achizitionat de curand de la dechl din brasov acest model. la nici un km de mers am simtit dureri in spate si picioare. vreau sa il schimb cu town 9. care este mult mai confortabil fiind mai aproape de pamant. eu am mers multa vreme cu scaun de copii care este mai aproape de pamant. va spun din suflet ca a fost cred gresit ales. l am dat inapoi sa l probeze si aceleasi pareri le am primit. e greu si inalt. la un km nu mai poti da din nou de el. nu recomand. in trecut am luat modelul town 9 si e altceva. o sa scriu si celor cat de multi clienti. poate reusesc sa il dau inapoi. cand l am luat nu era la dimensl asta din pacate. acum nu vor sa mi l schimbe ca l am lasat pe afara."
"Lipsa produse, personal putin in week-end sau zilele libeere, ccand este foarte aglomerat.",431639,"{'choices': ['staff availability - negative', 'shop diversity - negative']}",22,staff availability; shop diversity,staff availability; shop diversity,Negative; Negative,manual,"Lipsa produse, personal putin in week-end sau zilele libeere, ccand este foarte aglomerat.",". lipsa produse, cel putin in week - end sau in weekeere, kaufland este foarte aglomerat."
Foarte greu am gasit pe cineva sa-mi ofere detalii si recomandări despre un smartwatch. Si cand am gasit toată conversatia a durat 4 secunde.,431640,"{'choices': ['staff availability - negative', 'staff competency - negative']}",22,staff availability; staff competency,staff availability; staff competency,Negative; Negative,manual,Foarte greu am gasit pe cineva sa-mi ofere detalii si recomandări despre un smartwatch. Si cand am gasit toată conversatia a durat 4 secunde.,. foarte greu am găsit pe cineva sa - mi ofere păreri si recomandări despre un site. si cand am intrat toată conversatia a durat 4 secunde.
Timpul prea mare pentru service. Ar trebui sa aiba prioritate sporturile de iarna in perioada iernii.,431642,service - negative,22,service,service,Negative,manual,Timpul prea mare pentru service. Ar trebui sa aiba prioritate sporturile de iarna in perioada iernii.,. buget prea mare pentru service. ar trebui sa aiba prioritate sporturile de iarna in timpul iernii.
"Asa cum am spus, preturi mari, reduceri puține și mai mult în bătaie de joc. Nici măcar asa nu găsești toate numerele și o mare vraiște la rafturi.",431643,"{'choices': ['shop organization - negative', 'promotions - negative', 'price - negative', 'shop diversity - negative']}",22,shop organization; promotions; price; shop diversity,shop organization; promotions; price; shop diversity,Negative; Negative; Negative; Negative,manual,"Asa cum am spus, preturi mari, reduceri puține și mai mult în bătaie de joc. Nici măcar asa nu găsești toate numerele și o mare vraiște la rafturi.",". asa cum am spus, preturi mici, oferte puține și mai mult în bătaie de joc. nici măcar asa nu găsești toate. și o mare vraiște la rafturi."
"Coada mare la case, nu exista personal in magazin daca vrei ajutor, multe produse  la care nu exista toate masurile (numai cateva masuri la fiecare produs).",431645,"{'choices': ['staff availability - negative', 'shop diversity - negative', 'service - negative']}",22,staff availability; shop diversity; service,staff availability; shop diversity; service,Negative; Negative; Negative,manual,"Coada mare la case, nu exista personal in magazin daca vrei ajutor, multe produse la care nu exista toate masurile (numai cateva masuri la fiecare produs).","client coada mare la raft, nu exista personal in magazin daca estei, multe produse la care nu exista toate masurile ( numai cateva masuri la fiecare produs )."
"Personal neinstruit si nu prea amabil , sectiunea fotbal lipsa incaltaminte crampoane ( in Brasov sunt cel putin 5 scoli de fotbal ) si suntem nevoiti sa cumparam de pe net , toaletele sunt  imputite mai rau ca-n gara !!!",431648,"{'choices': ['environment - negative', 'staff competency - negative', 'shop diversity - negative']}",22,environment; staff competency; shop diversity,environment; staff competency; shop diversity,Negative; Negative; Negative,manual,"Personal neinstruit si nu prea amabil , sectiunea fotbal lipsa incaltaminte crampoane ( in Brasov sunt cel putin 5 scoli de fotbal ) si suntem nevoiti sa cumparam de pe net , toaletele sunt imputite mai rau ca-n gara !!!",". personal slab si nu prea amabil, sectiunea fotbal, incaltaminte crampoane ( in brasov sunt cel putin 5 scoli de fotbal ) si suntem liberi sa cumparam de pe net, toalete sunt imputite mai rau ca - n gara!!!"
"O singura persoana se ocupa atat de biciclete cat si de gravura/imprimare. Am asteptat minute in sir (cel putin 15) pana cand mi s-a adresat un angajat desi eram in linia de vizibilitate a unei doamne din birou (banuiesc cu o pozitie mai avansata). Dansa era prea ocupata sa vorbeasca jovial cu cineva la telefon, mi-a dat senzatia ca nu era legat de job.Angajatul m-a servit dupa ce a terminat cu clientul de la biciclete dar a mai fost intrerupt de 3 sau 4 ori prin telefonul intern si a plecat de 2 ori in alta zona a magazinului.Pentru o simpla personalizare a unei cupe mici am petrecut peste o ora, angajatul a fost foarte dragut cand mi-a facturat doar textul de pe o parte a cupei si nu amandoua pe care le-a facut.",431651,"{'choices': ['staff availability - negative', 'staff competency - negative', 'staff competency - positive']}",22,staff availability; staff competency; staff competency,staff availability; staff competency,Negative; Negative; Positive,manual,"O singura persoana se ocupa atat de biciclete cat si de gravura/imprimare. Am asteptat minute in sir (cel putin 15) pana cand mi s-a adresat un angajat desi eram in linia de vizibilitate a unei doamne din birou (banuiesc cu o pozitie mai avansata). Dansa era prea ocupata sa vorbeasca jovial cu cineva la telefon, mi-a dat senzatia ca nu era legat de job.Angajatul m-a servit dupa ce a terminat cu clientul de la biciclete dar a mai fost intrerupt de 3 sau 4 ori prin telefonul intern si a plecat de 2 ori in alta zona a magazinului.Pentru o simpla personalizare a unei cupe mici am petrecut peste o ora, angajatul a fost foarte dragut cand mi-a facturat doar textul de pe o parte a cupei si nu amandoua pe care le-a facut.",". o singura firma se ocupa atat de biciclete cat si de gravura / imprimare. am asteptat minute in sir ( cel putin 15 ) pana cand mi s - a oferit un angajat desi eram in raza de vizibilitate a unei doamne din staff ( banuiesc cu o varsta mai avansata ). nu era prea ocupat sa vorbeasca cineva cu cineva la masa, mi - a dat seama ca nu era legat de mine. angajatul m - a servit dupa ce a terminat cu treaba de la biciclete dar a mai fost intrerupt de 3 sau 4 ori prin parcare si a plecat de 2 ori in alta zona a tarii. pentru o simpla personalizare a unei cupe mici am petrecut peste o ora, angajatul a fost foarte dragut cand mi - a dat doar partea de pe o parte a cupei si nu ambeleoua pe care le - a cerut."
