id,text_cleaned,all_categories,all_polarities,text_bt_RoEnRo,text_bt_RoEnChRo
431643,"Asa cum am spus, preturi mari, reduceri puține și mai mult în bătaie de joc. Nici măcar asa nu găsești toate numerele și o mare vraiște la rafturi.",shop organization; promotions; price; shop diversity,Negative; Negative; Negative; Negative,"Cum am spus, preţuri mari, reduceri mici, şi mai mult în joc.","Şi, cum am spus, preţuri mari, reduceri mici, şi mai mult joc."
431645,"Coada mare la case, nu exista personal in magazin daca vrei ajutor, multe produse la care nu exista toate masurile (numai cateva masuri la fiecare produs).",staff availability; shop diversity; service,Negative; Negative; Negative,"Cozi lungi la case, niciun personal în magazin dacă vrei ajutor, multe produse care nu au toate măsurătorile (doar câteva măsurători pentru fiecare produs).",Multe produse nu au toate dimensiunile (fiecare produs are doar câteva dimensiuni).
431648,"Personal neinstruit si nu prea amabil , sectiunea fotbal lipsa incaltaminte crampoane ( in Brasov sunt cel putin 5 scoli de fotbal ) si suntem nevoiti sa cumparam de pe net , toaletele sunt imputite mai rau ca-n gara !!!",environment; staff competency; shop diversity,Negative; Negative; Negative,"Personalul neinstruit și neplăcut, la secțiunea de fotbal lipsesc pantofii de crampoon (există cel puțin 5 școli de fotbal în Brașov) și trebuie să cumpărăm de pe internet, toaletele sunt mai rele decât la gară!!!","În secția de fotbal lipseau pantofii de fotbal (în Brașov există cel puțin cinci școli de fotbal), a trebuit să-i cumpărăm online, iar în secția de fotbal nu erau pantofi de fotbal."
431651,"O singura persoana se ocupa atat de biciclete cat si de gravura/imprimare. Am asteptat minute in sir (cel putin 15) pana cand mi s-a adresat un angajat desi eram in linia de vizibilitate a unei doamne din birou (banuiesc cu o pozitie mai avansata). Dansa era prea ocupata sa vorbeasca jovial cu cineva la telefon, mi-a dat senzatia ca nu era legat de job.Angajatul m-a servit dupa ce a terminat cu clientul de la biciclete dar a mai fost intrerupt de 3 sau 4 ori prin telefonul intern si a plecat de 2 ori in alta zona a magazinului.Pentru o simpla personalizare a unei cupe mici am petrecut peste o ora, angajatul a fost foarte dragut cand mi-a facturat doar textul de pe o parte a cupei si nu amandoua pe care le-a facut.",staff availability; staff competency; staff competency,Negative; Negative; Positive,"O persoană era responsabilă atât de biciclete, cât și de gravură/tipărire. Am așteptat cel puțin 15 minute până când un angajat mi-a adresat adresa, deși eram în linia de vedere a unei doamne din birou (presupun că cu o poziție mai avansată). Danza era prea ocupat să vorbească vesel cu cineva la telefon, mi-a dat sentimentul că nu era legat de serviciu. Angajatul m-a servit după ce a terminat cu clientul de la biciclete, dar a fost întrerupt de 3 sau 4 ori mai mult de telefonul intern și a plecat de două ori într-o altă zonă a magazinului. Pentru o simplă personalizare a unei piese mici am petrecut peste o oră, angajatul a fost foarte drăguț când mi-a taxat doar textul de pe o parte a cutiei și nu pe amândoi","Stagiarul a fost ocupat cu serviciul meu după ce a terminat cu clientul de biciclete, dar a fost întrerupt de telefonul intern de 3 sau 4 ori și a plecat de două ori într-o altă zonă a magazinului. Pentru a stabili o bucată simplă, am petrecut mai mult de o oră, lucrătorul a fost foarte bun, mi-a luat doar o copie a unei carti din partea cutiei, nu a celor doi."
431652,"Apreciez sistemul dumneavoastră de funcționare, garanția pe care o primesc pentru produsele cumpărate de la voi, acestea sunt aspectele pozitive. Din păcate faptul că trebuie să aștept pentru un produs în jur de o săptămână mă descurajează, mă face să nu am încredere că aș putea găsi ce-mi trebuie atunci când îmi trebuie.",return warranty; delivery,Positive; Negative,"Apreciez sistemul dvs. de operare, garanția pe care o primesc pentru produsele pe care le cumpăr de la dvs., acestea sunt aspectele pozitive. Din păcate, faptul că trebuie să aștept un produs timp de aproximativ o săptămână mă descurajează, nu mă face să am încredere că aș putea găsi ceea ce am nevoie atunci când am nevoie de el.","Am apreciat sistemul dvs. de operare, garanțiile pe care le-am primit de la produsele pe care le-am cumpărat de la dvs., toate acestea sunt aspecte pozitive. Din păcate, trebuie să aștept un produs aproximativ o săptămână, ceea ce mă frustrează și mă face să nu cred că voi găsi ceea ce am nevoie atunci când am nevoie."
431654,"Cand ai nevoie de un sfat foarte greu gasesti un angajat Decathlon care sa te poata ajuta. Pe langa faptul ca nu este la raion, nu stii nici unde sa il cauti. Apoi calitatea informatiilor este foarte slaba, nu stie sau nu este sigur pe el. Nu transmite incredere si profesionalism.La casa, am avut ghinionul sa ma confrunt cu o totala lipsa de amabilitate, implicare si profesionalism. Cand am vazut ca punga este mare si este din hartie, am refuzat sa o mai iau. Dar casierul nu a considerat necesar sa o scada de pe bon. M-a trimis la receptie, unde pentru 70 de bani a trebuit sa dau si datele de pe CI. Intr-un final, toata povestea m-a facut sa ma simt inconfortabil desi aveam dreptate. Nu banii erau importanti, ci principiul!",staff availability; staff competency,Negative; Negative,"Când ai nevoie de sfaturi, e foarte greu să găsești un angajat Decathlon care să te ajute. Pe lângă faptul că nu e la birou, nu știi unde să-l cauți. Apoi calitatea informațiilor este foarte slabă, nu știe sau nu este sigur de ea. Nu transmite încredere și profesionalism. Acasă, am avut ghinionul de a mă confrunta cu o lipsă totală de bunătate, implicare și profesionalism. Când am văzut că geanta era mare și făcută din hârtie, am refuzat să o iau înapoi. Dar casierul nu a considerat că este necesar să o iau de pe chitanță. M-a trimis la recepție, unde pentru 70 de dolari a trebuit să dau datele CI. În cele din urmă, toată povestea m-a făcut să mă simt inconfortabil, deși aveam dreptate. Nu era vorba de bani","Când ai nevoie de sfaturi, e greu să găseşti pe cineva care să te ajute. În afară de faptul că nu e la birou, nu ştii unde să-l cauţi. Apoi calitatea informaţiei e foarte proastă, nu ştie sau nu e sigur. Nu transmite încredere şi profesionalism."
431657,aveam de montat un suport de biciclete si a trebuit sa ma rog de functionari ca de sfinti sa ma ajute,staff competency; staff availability,Negative; Negative,A trebuit să pun un suport de biciclete şi a trebuit să cer oficialilor şi sfinţilor să mă ajute.,"A trebuit să iau un suport de bicicletă, a trebuit să cer ajutor oficialilor şi sfinţilor."
431660,"Prea multă dezordine, copii si adulti care se plimbă cu bicicleta etc. si care te/se pot accidenta.",environment; shop organization,Negative; Negative,"Prea multă dezordine, copii şi adulţi care merg pe biciclete şi aşa mai departe şi care se implică în accidente.","Copiii și adulții merg pe bicicletă și așa mai departe, și se întâmplă accidente."
431663,"Am facut trei comenzi in data de 16.04.2016, TCQZVVLWO,TZBAVTGLI,OTGCTZZZY,am primit comfirmarea lor,si cand m-am dus sa ridic comanda din magazin ,mi s-a cerut alta sumă , față de cea din comanda. Va rog sa rezolati problema ,eu doresc produsele la pretul cu care am facut comanda de pe site.",service,Negative,"Am făcut trei comenzi pe 16 aprilie 2016, TCQZVVLWO,TZBAVTGLI,OTGCTZZZY,am primit confirmarea lor,și când am mers să ridic comanda de la magazin,am fost întrebat pentru o sumă diferită de cea din comandă.Vă rog să rezolvați problema,vreau produsele la prețul pe care l-am comandat de pe site.","Am comandat trei produse pe 16 aprilie 2016, TQVVLWO, TZBAVTGLI, OTGCTZZZY, am primit confirmarea lor, când am mers la magazin pentru a-mi lua comanda, mi s-a cerut să comand cantitatea diferită de cea din comandă."
431665,"Produsul de calitate dar timpul de livrare a fost exagerat de mare, o săptămână.",quality; delivery,Positive; Negative,"Produs de calitate, dar timpul de livrare a fost exagerat de mare, o săptămână.","Calitatea este bună, dar livrarea este prea lungă, o săptămână."
431668,Experiență avută în magazinul d-voastra a fost una buna.,misc,Neutral,Experienţa mea în magazinul tău a fost una bună.,Am avut o experienţă foarte bună la tine.
431669,"Am achizitionat serviciul de intretinere schiuri, pachetul complet.Din punctul meu de vedere mai e loc de imbunatatit la : Calitatea serviciuluiRespectarea termenului asumat de magazin care in cazul meu a fost depasit cu 4 zile",service,Negative,"Am cumpărat serviciul de întreținere a schiurilor, pachetul complet.În opinia mea, există încă loc de îmbunătățire în:Calitatea serviciului Respectarea termenului-limită asumat de magazin, care în cazul meu a fost depășit cu 4 zile","Am cumpărat servicii de întreținere a schiurilor, ambalaje complete. Cred că mai este loc de îmbunătățire: calitatea serviciilor respectă termenele-limită asumate de magazin, în cazul meu mai mult de 4 zile"
431673,"Am achizionat o casca de bicicleta care la raft era redusa, dar la casa pretul era intreg. Nu era o reducere f mare dar nu e etic sa reduci un produs si sa ceri banii integral pe el. Primim acele vouchere cadou dar daca uiti sa il listezi in magazin nu se poate folosi electronic.",shop organization; service,Negative; Negative,"Am cumpărat o cască de bicicletă care era la vânzare, dar acasă era la prețul maxim. Nu era o reducere mare, dar nu e etic să vinzi un produs și să iei prețul complet pentru el. Primim acele bonuri cadou, dar dacă uiți să le listezi în magazin, nu le poți folosi electronic.","Am cumpărat o cască de biciclete la prețul special, dar acasă era prețul integral. Nu era un discount mare, dar era imoral să vinzi produsul și să iei prețul integral."
431676,"Sunt extrem de enervanti si periculosi copiii care folosesc biciclete, trotinete etc. prin magazin!!O parte din produse este in dezordine si rafturile au aspect de magazin satesc!!",environment; shop organization,Negative; Negative,"Este extrem de enervant și periculos pentru copii să folosească biciclete, scutere etc. în magazin!! Unele produse sunt în dezordine și rafturile arată ca un magazin de țară!!","Pentru copii, mersul pe bicicletă, pe skateboard sau pe orice altceva în magazine este foarte enervant, iar pentru copii, este foarte greu."
431677,"Se sta mult la casa, unde se gasea doar un angajat",service; staff availability,Negative; Negative,"A petrecut mult timp în casă, unde era doar un angajat.","A petrecut mult timp în casă, în care a fost închis."
431678,"Un schimb de cauciuc la bicicleta a durat 5 zile, timp in care m-am prezentat de doua ori ca sa ridic si nu era inlocuit , le treia incercare sa rezolvat dupa vreo 25 de minute de asteptare.In concluzie reactie de raspuns din partea personalului respectiv amabilitate foarte slaba.",service; staff competency,Negative; Negative,"O schimbare de anvelopa de bicicleta a durat 5 zile, in timpul carora am venit de doua ori sa o iau si nu a fost inlocuita, a treia incercare a fost rezolvata dupa aproximativ 25 de minute de asteptare.","În timpul acestei perioade, am fost de două ori la maşina de la motocicletă, nu am făcut-o, iar a treia încercare a fost rezolvată după 25 de minute de aşteptare."
431682,"Am dorit să cumpăr o bicicletă pentru copil si pentru ca in un magazin nu mai aveau niciuna noua, fara defecte, am convenit sa se faca comanda din alt magazin decatlon din tata si sa revin dupa comanda.La câteva ore am fost sunata, sub pretextul ca au gasit una noua in magazin.La prezentarea la magazin,SOC!!: mi s-a prezentat o bicicleta, incropita din doua alte bicicleta stricate deja existente",service; staff competency,Negative; Negative,"Am vrut să cumpăr o bicicletă pentru copil și pentru că într-un magazin nu aveau noi, fără defecte, am fost de acord să comandăm de la un alt magazin decatlon de la tatăl meu și să revin după comandă. Câteva ore mai târziu am fost sunat, sub pretextul că au găsit una nouă în magazin. La prezentarea de la magazin, SOC!!: Mi s-a prezentat o bicicletă, potrivită cu alte două biciclete rupte deja existente","Voiam să cumpăr o bicicletă pentru copii, pentru că într-un magazin nu existau biciclete noi, fără defecte, am fost de acord să comandăm zece biciclete de la tatăl meu de la un alt magazin, apoi să ne întoarcem după comandă."
