text,id,aspects_polarities,annotator,all_categories,all_categories_old,all_polarities,data_origin,text_cleaned
"O singura persoana se ocupa atat de biciclete cat si de gravura/imprimare. Am asteptat minute in sir (cel putin 15) pana cand mi s-a adresat un angajat desi eram in linia de vizibilitate a unei doamne din birou (banuiesc cu o pozitie mai avansata). Dansa era prea ocupata sa vorbeasca jovial cu cineva la telefon, mi-a dat senzatia ca nu era legat de job.Angajatul m-a servit dupa ce a terminat cu clientul de la biciclete dar a mai fost intrerupt de 3 sau 4 ori prin telefonul intern si a plecat de 2 ori in alta zona a magazinului.Pentru o simpla personalizare a unei cupe mici am petrecut peste o ora, angajatul a fost foarte dragut cand mi-a facturat doar textul de pe o parte a cupei si nu amandoua pe care le-a facut.",431651,"{'choices': ['staff availability - negative', 'staff competency - negative', 'staff competency - positive']}",22,staff availability; staff competency; staff competency,staff availability; staff competency,Negative; Negative; Positive,manual,"O singura persoana se ocupa atat de biciclete cat si de gravura/imprimare. Am asteptat minute in sir (cel putin 15) pana cand mi s-a adresat un angajat desi eram in linia de vizibilitate a unei doamne din birou (banuiesc cu o pozitie mai avansata). Dansa era prea ocupata sa vorbeasca jovial cu cineva la telefon, mi-a dat senzatia ca nu era legat de job.Angajatul m-a servit dupa ce a terminat cu clientul de la biciclete dar a mai fost intrerupt de 3 sau 4 ori prin telefonul intern si a plecat de 2 ori in alta zona a magazinului.Pentru o simpla personalizare a unei cupe mici am petrecut peste o ora, angajatul a fost foarte dragut cand mi-a facturat doar textul de pe o parte a cupei si nu amandoua pe care le-a facut."
"Apreciez sistemul dumneavoastră de funcționare, garanția pe care o primesc pentru produsele cumpărate de la voi, acestea sunt aspectele pozitive. Din păcate faptul că trebuie să aștept pentru un produs în jur de o săptămână mă descurajează, mă face să nu am încredere că aș putea găsi ce-mi trebuie atunci când îmi trebuie.",431652,"{'choices': ['return warranty - positive', 'delivery - negative']}",22,return warranty; delivery,return warranty; delivery,Positive; Negative,manual,"Apreciez sistemul dumneavoastră de funcționare, garanția pe care o primesc pentru produsele cumpărate de la voi, acestea sunt aspectele pozitive. Din păcate faptul că trebuie să aștept pentru un produs în jur de o săptămână mă descurajează, mă face să nu am încredere că aș putea găsi ce-mi trebuie atunci când îmi trebuie."
"Cand ai nevoie de un sfat foarte greu gasesti un angajat Decathlon care sa te poata ajuta. Pe langa faptul ca nu este la raion, nu stii nici unde sa il cauti. Apoi calitatea informatiilor este foarte slaba, nu stie sau nu este sigur pe el. Nu transmite incredere si profesionalism.La casa, am avut ghinionul sa ma confrunt cu o totala lipsa de amabilitate, implicare si profesionalism. Cand am vazut ca punga este mare si este din hartie, am refuzat sa o mai iau. Dar casierul nu a considerat necesar sa o scada de pe bon. M-a trimis la receptie, unde pentru 70 de bani a trebuit sa dau si datele de pe CI. Intr-un final, toata povestea m-a facut sa ma simt inconfortabil desi aveam dreptate. Nu banii erau importanti, ci principiul!",431654,"{'choices': ['staff availability - negative', 'staff competency - negative']}",22,staff availability; staff competency,staff availability; staff competency,Negative; Negative,manual,"Cand ai nevoie de un sfat foarte greu gasesti un angajat Decathlon care sa te poata ajuta. Pe langa faptul ca nu este la raion, nu stii nici unde sa il cauti. Apoi calitatea informatiilor este foarte slaba, nu stie sau nu este sigur pe el. Nu transmite incredere si profesionalism.La casa, am avut ghinionul sa ma confrunt cu o totala lipsa de amabilitate, implicare si profesionalism. Cand am vazut ca punga este mare si este din hartie, am refuzat sa o mai iau. Dar casierul nu a considerat necesar sa o scada de pe bon. M-a trimis la receptie, unde pentru 70 de bani a trebuit sa dau si datele de pe CI. Intr-un final, toata povestea m-a facut sa ma simt inconfortabil desi aveam dreptate. Nu banii erau importanti, ci principiul!"
aveam de montat un suport de biciclete si a trebuit sa ma rog de functionari ca de sfinti sa ma ajute,431657,"{'choices': ['staff competency - negative', 'staff availability - negative']}",22,staff competency; staff availability,staff competency; staff availability,Negative; Negative,manual,aveam de montat un suport de biciclete si a trebuit sa ma rog de functionari ca de sfinti sa ma ajute
"Prea multă dezordine, copii si adulti care se plimbă cu bicicleta etc. si care te/se pot accidenta.",431660,"{'choices': ['environment - negative', 'shop organization - negative']}",22,environment; shop organization,environment; shop organization,Negative; Negative,manual,"Prea multă dezordine, copii si adulti care se plimbă cu bicicleta etc. si care te/se pot accidenta."
"Am facut trei comenzi in data de 16.04.2016, TCQZVVLWO,TZBAVTGLI,OTGCTZZZY,am primit comfirmarea lor,si cand m-am dus sa ridic comanda din magazin ,mi s-a cerut alta sumă , față de cea din comanda. Va rog sa rezolati problema ,eu doresc produsele la pretul cu care am facut comanda de pe site.",431663,service - negative,22,service,service,Negative,manual,"Am facut trei comenzi in data de 16.04.2016, TCQZVVLWO,TZBAVTGLI,OTGCTZZZY,am primit comfirmarea lor,si cand m-am dus sa ridic comanda din magazin ,mi s-a cerut alta sumă , față de cea din comanda. Va rog sa rezolati problema ,eu doresc produsele la pretul cu care am facut comanda de pe site."
"Produsul de calitate dar timpul de livrare a fost exagerat de mare,  o săptămână.",431665,"{'choices': ['quality - positive', 'delivery - negative']}",22,quality; delivery,quality; delivery,Positive; Negative,manual,"Produsul de calitate dar timpul de livrare a fost exagerat de mare, o săptămână."
Experiență avută în magazinul d-voastra a fost una buna.,431668,misc - neutral,22,misc,misc,Neutral,manual,Experiență avută în magazinul d-voastra a fost una buna.
"Am achizitionat serviciul de intretinere schiuri, pachetul complet.Din punctul meu de vedere mai e loc de imbunatatit la : Calitatea serviciuluiRespectarea termenului asumat de magazin care in cazul meu a fost depasit cu 4 zile",431669,service - negative,22,service,service,Negative,manual,"Am achizitionat serviciul de intretinere schiuri, pachetul complet.Din punctul meu de vedere mai e loc de imbunatatit la : Calitatea serviciuluiRespectarea termenului asumat de magazin care in cazul meu a fost depasit cu 4 zile"
"Am achizionat o casca de bicicleta care la raft era redusa, dar la casa pretul era intreg. Nu era o reducere f mare dar nu e etic sa reduci un produs si sa ceri banii integral pe el. Primim acele vouchere cadou dar daca uiti sa il listezi in magazin nu se poate folosi electronic.",431673,"{'choices': ['shop organization - negative', 'service - negative']}",22,shop organization; service,shop organization; service,Negative; Negative,manual,"Am achizionat o casca de bicicleta care la raft era redusa, dar la casa pretul era intreg. Nu era o reducere f mare dar nu e etic sa reduci un produs si sa ceri banii integral pe el. Primim acele vouchere cadou dar daca uiti sa il listezi in magazin nu se poate folosi electronic."
"Sunt extrem de enervanti si periculosi copiii care folosesc biciclete, trotinete etc. prin magazin!!O parte din produse este in dezordine si rafturile au aspect de magazin satesc!!",431676,"{'choices': ['environment - negative', 'shop organization - negative']}",22,environment; shop organization,environment; shop organization,Negative; Negative,manual,"Sunt extrem de enervanti si periculosi copiii care folosesc biciclete, trotinete etc. prin magazin!!O parte din produse este in dezordine si rafturile au aspect de magazin satesc!!"
"Se sta mult la casa, unde se gasea doar un angajat",431677,"{'choices': ['service - negative', 'staff availability - negative']}",22,service; staff availability,service; staff availability,Negative; Negative,manual,"Se sta mult la casa, unde se gasea doar un angajat"
"Un schimb de cauciuc la bicicleta a durat 5 zile, timp in care m-am prezentat de doua ori ca sa ridic si nu era inlocuit , le treia incercare sa rezolvat dupa vreo 25 de minute de asteptare.In concluzie reactie de raspuns din partea personalului respectiv amabilitate foarte slaba.",431678,"{'choices': ['service - negative', 'staff competency - negative']}",22,service; staff competency,service; staff competency,Negative; Negative,manual,"Un schimb de cauciuc la bicicleta a durat 5 zile, timp in care m-am prezentat de doua ori ca sa ridic si nu era inlocuit , le treia incercare sa rezolvat dupa vreo 25 de minute de asteptare.In concluzie reactie de raspuns din partea personalului respectiv amabilitate foarte slaba."
"Am dorit să cumpăr o bicicletă pentru copil si pentru ca in un magazin nu mai aveau niciuna noua, fara defecte, am convenit sa se faca comanda din alt magazin decatlon din tata si sa revin dupa comanda.La câteva ore am fost sunata, sub pretextul ca au gasit una noua in magazin.La prezentarea la magazin,SOC!!: mi s-a prezentat o bicicleta, incropita din doua alte bicicleta stricate deja existente",431682,"{'choices': ['service - negative', 'staff competency - negative']}",22,service; staff competency,service; staff competency,Negative; Negative,manual,"Am dorit să cumpăr o bicicletă pentru copil si pentru ca in un magazin nu mai aveau niciuna noua, fara defecte, am convenit sa se faca comanda din alt magazin decatlon din tata si sa revin dupa comanda.La câteva ore am fost sunata, sub pretextul ca au gasit una noua in magazin.La prezentarea la magazin,SOC!!: mi s-a prezentat o bicicleta, incropita din doua alte bicicleta stricate deja existente"
"Produsele de calitate sunt fff scumpe, produsele ieftine sunt slabe calitativ, lipsa personal ptr ajutor pe raioane, tot timpul se modifica repartizarea produselor pe categorii pe raioane.",431684,"{'choices': ['quality - negative', 'price - negative', 'shop organization - negative', 'staff availability - negative']}",22,quality; price; shop organization; staff availability,quality; price; shop organization; staff availability,Negative; Negative; Negative; Negative,manual,"Produsele de calitate sunt fff scumpe, produsele ieftine sunt slabe calitativ, lipsa personal ptr ajutor pe raioane, tot timpul se modifica repartizarea produselor pe categorii pe raioane."
"pret pe punga, care alte magazine din retea o ofera gratis",431686,service - negative,22,service,service,Negative,manual,"pret pe punga, care alte magazine din retea o ofera gratis"
"Comanda nu a fost livrata la termenul stabilit, motiv pentru care am ratat cadoul de Crăciun pentru fiul meu. De asemenea, când am sesizat acest aspect operatorului la numărul de contact de pe site acesta , deși a promis ca revine cu un telefon dupa ce verifica situatia, a uitat sa revină cu apelul promis. Evident ca la interval de 5 zile de la data când era programată livrarea, am refuzat primirea produselor. Deci.....",431687,"{'choices': ['delivery - negative', 'staff competency - negative']}",22,delivery; staff competency,delivery; staff competency,Negative; Negative,manual,"Comanda nu a fost livrata la termenul stabilit, motiv pentru care am ratat cadoul de Crăciun pentru fiul meu. De asemenea, când am sesizat acest aspect operatorului la numărul de contact de pe site acesta , deși a promis ca revine cu un telefon dupa ce verifica situatia, a uitat sa revină cu apelul promis. Evident ca la interval de 5 zile de la data când era programată livrarea, am refuzat primirea produselor. Deci....."
"Buna ziua, am fost dezamagit de organizarea magazinului dumneavoastra. In sensul in care m-am prezentat la magazin duminica in data de 16.07 sa achizitionez niste pantofi de plaja pentru copil, baiatul de la raion a spus ca sunt pe stoc in Pallady si a garantat ca  ajung in Militari miercuri (i-am mentionat ca am nevoie de ele cel tarziu vineri). Am facut comanda in magazin  si m-am prezentat joi sa le platesc, cand surpriza nu au ajuns dar nici nu se stia nimic de ele. Am insistat sa fiu informat cand ajung dar nimic, la 10 minute de la plecare din magazin am primit un beep din partea magazinului si atat (sper sa nu se fi bifat ca s-a luat legatura cu mine).Am revenit cu apel si dupa 20 min nu a raspuns nimeni. Daca stiam ca dureaza atat ma duceam personal in Pallady.",431688,"{'choices': ['shop organization - negative', 'staff competency - negative', 'service - negative']}",22,shop organization; staff competency; service,shop organization; staff competency; service,Negative; Negative; Negative,manual,"Buna ziua, am fost dezamagit de organizarea magazinului dumneavoastra. In sensul in care m-am prezentat la magazin duminica in data de 16.07 sa achizitionez niste pantofi de plaja pentru copil, baiatul de la raion a spus ca sunt pe stoc in Pallady si a garantat ca ajung in Militari miercuri (i-am mentionat ca am nevoie de ele cel tarziu vineri). Am facut comanda in magazin si m-am prezentat joi sa le platesc, cand surpriza nu au ajuns dar nici nu se stia nimic de ele. Am insistat sa fiu informat cand ajung dar nimic, la 10 minute de la plecare din magazin am primit un beep din partea magazinului si atat (sper sa nu se fi bifat ca s-a luat legatura cu mine).Am revenit cu apel si dupa 20 min nu a raspuns nimeni. Daca stiam ca dureaza atat ma duceam personal in Pallady."
